   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
     2744    0.95000  1.17527681150E+10   2.07482   3.62960  12.14431 -30.00000   0.29212   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00462  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6665087943
     2745    0.95000  1.17528020030E+10   2.07546   3.62955  12.14472 -30.00000   0.29219   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00462  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6669237664
     2746    0.95000  1.17528358550E+10   2.07610   3.62950  12.14513 -30.00000   0.29224   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00462  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6673382976
     2747    0.95000  1.17528696670E+10   2.07674   3.62946  12.14554 -30.00000   0.29232   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6677523390
     2748    0.95000  1.17529034340E+10   2.07738   3.62941  12.14596 -30.00000   0.29235   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6681658293
     2749    0.95000  1.17529371540E+10   2.07802   3.62937  12.14637 -30.00000   0.29241   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6685787441
     2750    0.95000  1.17529708250E+10   2.07867   3.62932  12.14678 -30.00000   0.29248   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6689910589
     2751    0.95000  1.17530044460E+10   2.07931   3.62928  12.14719 -30.00000   0.29253   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6694027614
     2752    0.95000  1.17530380160E+10   2.07996   3.62923  12.14761 -30.00000   0.29260   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6698138394
     2753    0.95000  1.17530715360E+10   2.08060   3.62919  12.14802 -30.00000   0.29264   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00463  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6702243052
     2754    0.95000  1.17531049950E+10   2.08124   3.62915  12.14842 -30.00000   0.29272   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6706340239
     2755    0.95000  1.17531380370E+10   2.08188   3.62911  12.14882 -30.00000   0.29279   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6710386364
     2756    0.95000  1.17531707130E+10   2.08251   3.62906  12.14922 -30.00000   0.29282   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6714387670
     2757    0.95000  1.17532031270E+10   2.08314   3.62902  12.14961 -30.00000   0.29288   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99540     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6718356893
     2758    0.95000  1.17532364230E+10   2.08378   3.62898  12.15002 -30.00000   0.29293   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6722434121
     2759    0.95000  1.17532692640E+10   2.08441   3.62894  12.15042 -30.00000   0.29302   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6726455632
     2760    0.95000  1.17533017330E+10   2.08504   3.62890  12.15081 -30.00000   0.29307   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6730431590
     2761    0.95000  1.17533339420E+10   2.08567   3.62886  12.15121 -30.00000   0.29313   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6734375710
     2762    0.95000  1.17533659610E+10   2.08629   3.62882  12.15160 -30.00000   0.29318   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6738296564
     2763    0.95000  1.17533989000E+10   2.08693   3.62877  12.15201 -30.00000   0.29324   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00464  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6742330076
     2764    0.95000  1.17534314190E+10   2.08756   3.62873  12.15241 -30.00000   0.29330   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6746312156
     2765    0.95000  1.17534635930E+10   2.08819   3.62869  12.15281 -30.00000   0.29336   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6750251991
     2766    0.95000  1.17534955230E+10   2.08881   3.62864  12.15321 -30.00000   0.29342   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6754161946
     2767    0.95000  1.17535272740E+10   2.08943   3.62860  12.15361 -30.00000   0.29347   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6758049982
     2768    0.95000  1.17535589090E+10   2.09004   3.62855  12.15401 -30.00000   0.29353   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6761923814
     2769    0.95000  1.17535913030E+10   2.09067   3.62851  12.15441 -30.00000   0.29358   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00466  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6765890588
     2770    0.95000  1.17536231920E+10   2.09129   3.62845  12.15483 -30.00000   0.29365   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6769795523
     2771    0.95000  1.17536546830E+10   2.09191   3.62841  12.15523 -30.00000   0.29370   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6773651721
     2772    0.95000  1.17536858970E+10   2.09252   3.62836  12.15563 -30.00000   0.29375   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00465  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6777474000
     2773    0.95000  1.17537180590E+10   2.09316   3.62832  12.15603 -30.00000   0.29380   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00466  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6781412365
     2774    0.95000  1.17537497370E+10   2.09379   3.62828  12.15642 -30.00000   0.29386   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00466  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6785291462
     2775    0.95000  1.17537810270E+10   2.09440   3.62824  12.15681 -30.00000   0.29391   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00467  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6789123047
     2776    0.95000  1.17538131980E+10   2.09504   3.62820  12.15721 -30.00000   0.29396   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00467  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6793062513
     2777    0.95000  1.17538448360E+10   2.09566   3.62816  12.15760 -30.00000   0.29402   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00467  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6796936712
     2778    0.95000  1.17538760520E+10   2.09628   3.62812  12.15799 -30.00000   0.29407   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00467  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6800759236
     2779    0.95000  1.17539069740E+10   2.09689   3.62809  12.15837 -30.00000   0.29414   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00467  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6804545758
     2780    0.95000  1.17539388270E+10   2.09753   3.62805  12.15877 -30.00000   0.29420   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00467  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6808446284
     2781    0.95000  1.17539701910E+10   2.09815   3.62801  12.15915 -30.00000   0.29425   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00468  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6812286931
     2782    0.95000  1.17540011630E+10   2.09876   3.62797  12.15954 -30.00000   0.29431   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00468  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6816079575
     2783    0.95000  1.17540318590E+10   2.09937   3.62793  12.15992 -30.00000   0.29436   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00468  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6819838423
     2784    0.95000  1.17540631410E+10   2.10000   3.62789  12.16031 -30.00000   0.29442   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00468  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6823669028
     2785    0.95000  1.17540944120E+10   2.10062   3.62785  12.16070 -30.00000   0.29449   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00468  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6827498286
     2786    0.95000  1.17541256390E+10   2.10124   3.62781  12.16109 -30.00000   0.29456   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00468  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6831322157
     2787    0.95000  1.17541568210E+10   2.10186   3.62777  12.16148 -30.00000   0.29461   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6835140517
     2788    0.95000  1.17541879590E+10   2.10248   3.62773  12.16187 -30.00000   0.29467   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6838953488
     2789    0.95000  1.17542190490E+10   2.10310   3.62769  12.16226 -30.00000   0.29472   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6842760583
     2790    0.95000  1.17542500920E+10   2.10372   3.62765  12.16265 -30.00000   0.29478   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6846561921
     2791    0.95000  1.17542810870E+10   2.10435   3.62761  12.16304 -30.00000   0.29483   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6850357382
     2792    0.95000  1.17543120360E+10   2.10497   3.62757  12.16343 -30.00000   0.29490   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6854147211
     2793    0.95000  1.17543429370E+10   2.10559   3.62753  12.16382 -30.00000   0.29496   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6857931161
     2794    0.95000  1.17543737920E+10   2.10621   3.62750  12.16421 -30.00000   0.29501   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00469  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6861709478
     2795    0.95000  1.17544046000E+10   2.10683   3.62746  12.16460 -30.00000   0.29507   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6865482041
     2796    0.95000  1.17544353610E+10   2.10746   3.62742  12.16499 -30.00000   0.29512   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6869248847
     2797    0.95000  1.17544660750E+10   2.10808   3.62738  12.16538 -30.00000   0.29519   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6873009899
     2798    0.95000  1.17544967430E+10   2.10870   3.62734  12.16577 -30.00000   0.29524   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6876765317
     2799    0.95000  1.17545273640E+10   2.10932   3.62730  12.16616 -30.00000   0.29530   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6880514981
     2800    0.95000  1.17545579390E+10   2.10994   3.62726  12.16655 -30.00000   0.29535   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6884259011
     2801    0.95000  1.17545884680E+10   2.11056   3.62721  12.16695 -30.00000   0.29541   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00470  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6887997409
     2802    0.95000  1.17546189510E+10   2.11118   3.62717  12.16734 -30.00000   0.29546   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6891730173
     2803    0.95000  1.17546493880E+10   2.11180   3.62713  12.16772 -30.00000   0.29552   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6895457305
     2804    0.95000  1.17546797790E+10   2.11242   3.62710  12.16811 -30.00000   0.29557   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6899178804
     2805    0.95000  1.17547091000E+10   2.11302   3.62706  12.16849 -30.00000   0.29563   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6902769277
     2806    0.95000  1.17547386640E+10   2.11363   3.62702  12.16887 -30.00000   0.29569   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6906389506
     2807    0.95000  1.17547684200E+10   2.11424   3.62698  12.16925 -30.00000   0.29574   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6910033247
     2808    0.95000  1.17547982940E+10   2.11485   3.62694  12.16964 -30.00000   0.29580   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99530     0.00000     0.00000     0.00000     0.00471  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.6913691437
